"","0","numtombo","1","familia","2","genero","3","sp","4","autorsp","5","taxoncompleto","6","pais","7","estado_prov","8","cidade","9","10","latitude","11","longitude","12","numcoleta","13","diacoleta","14","mescoleta","15","anocoleta"
"77",5634,5634,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,NULL,NULL,Brasil,-22.80472,-22.80472,-41.96250,-41.96250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"78",607728,607728,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,NULL,NULL,Brasil,-22.96389,-22.96389,-43.16139,-43.16139,7832,7832,2,2,8,8,2014,2014
"79",612191,612191,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,Vitória da Conquista,Vitória da Conquista,Brasil,-15.06056,-15.06056,-40.68000,-40.68000,7896,7896,1,1,11,11,2014,2014
"80",5696,5696,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Espírito Santo,Espírito Santo,NULL,NULL,Brasil,-19.67778,-19.67778,-40.15278,-40.15278,NULL,NULL,11,11,8,8,2012,2012
"81",5605,5605,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,NULL,NULL,Brasil,-114.38944,-114.38944,-42.46111,-42.46111,223,223,NULL,NULL,NULL,NULL,NULL,NULL
"82",5643,5643,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,NULL,NULL,Brasil,-14.21250,-14.21250,-39.55333,-39.55333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"83",470046,470046,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Alagoas,Alagoas,Coruripe,Coruripe,Brasil,-10.02667,-10.02667,-36.29861,-36.29861,6962,6962,29,29,7,7,2008,2008
"84",548150,548150,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Espírito Santo,Espírito Santo,Sooretama,Sooretama,Brasil,-19.05694,-19.05694,-40.14722,-40.14722,7538,7538,9,9,8,8,2012,2012
"85",5641,5641,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,NULL,NULL,Brasil,-14.21333,-14.21333,-39.55250,-39.55250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"86",612185,612185,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,Vitória da Conquista,Vitória da Conquista,Brasil,-15.06056,-15.06056,-40.68000,-40.68000,7893,7893,1,1,11,11,2014,2014
"87",612214,612214,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Espírito Santo,Espírito Santo,Aracruz,Aracruz,Brasil,-19.67667,-19.67667,-40.15000,-40.15000,7918,7918,4,4,11,11,2014,2014
"88",612256,612256,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,NULL,NULL,Brasil,-22.80639,-22.80639,-41.96056,-41.96056,7923,7923,5,5,11,11,2014,2014
"89",5693,5693,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Espírito Santo,Espírito Santo,NULL,NULL,Brasil,-19.67944,-19.67944,-40.15222,-40.15222,NULL,NULL,11,11,8,8,2012,2012
"90",5621,5621,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,NULL,NULL,Brasil,-22.88278,-22.88278,-42.00000,-42.00000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"91",5698,5698,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Espírito Santo,Espírito Santo,NULL,NULL,Brasil,-19.67639,-19.67639,-40.15278,-40.15278,NULL,NULL,11,11,8,8,2012,2012
"92",607729,607729,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,NULL,NULL,Brasil,-22.96389,-22.96389,-43.16278,-43.16278,7833,7833,2,2,8,8,2014,2014
"93",5704,5704,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Espírito Santo,Espírito Santo,NULL,NULL,Brasil,-19.67778,-19.67778,-40.15278,-40.15278,NULL,NULL,11,11,8,8,2012,2012
"94",5716,5716,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Espírito Santo,Espírito Santo,NULL,NULL,Brasil,-19.67778,-19.67778,-40.15444,-40.15444,NULL,NULL,11,11,8,8,2012,2012
"95",5620,5620,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,NULL,NULL,Brasil,-22.88278,-22.88278,-42.00000,-42.00000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"96",5708,5708,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Espírito Santo,Espírito Santo,NULL,NULL,Brasil,-19.67778,-19.67778,-40.15361,-40.15361,NULL,NULL,11,11,8,8,2012,2012
"97",5710,5710,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Espírito Santo,Espírito Santo,NULL,NULL,Brasil,-19.67778,-19.67778,-40.15417,-40.15417,NULL,NULL,11,11,8,8,2012,2012
"98",5633,5633,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,NULL,NULL,Brasil,-22.80472,-22.80472,-41.96222,-41.96222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"99",5651,5651,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,NULL,NULL,Brasil,-14.26056,-14.26056,-39.42611,-39.42611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"100",470045,470045,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Alagoas,Alagoas,Coruripe,Coruripe,Brasil,-10.02667,-10.02667,-36.29861,-36.29861,6961,6961,29,29,7,7,2008,2008
"101",5627,5627,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,NULL,NULL,Brasil,-22.80278,-22.80278,-41.98472,-41.98472,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"102",5622,5622,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,NULL,NULL,Brasil,-22.88278,-22.88278,-42.00000,-42.00000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"103",5654,5654,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,NULL,NULL,Brasil,-14.25639,-14.25639,-39.42722,-39.42722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"104",612186,612186,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,Vitória da Conquista,Vitória da Conquista,Brasil,-15.06194,-15.06194,-40.67806,-40.67806,7894,7894,1,1,11,11,2014,2014
"105",5709,5709,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Espírito Santo,Espírito Santo,NULL,NULL,Brasil,-19.67778,-19.67778,-40.15417,-40.15417,NULL,NULL,11,11,8,8,2012,2012
"106",5630,5630,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,NULL,NULL,Brasil,-22.79861,-22.79861,-41.98583,-41.98583,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"107",5609,5609,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,NULL,NULL,Brasil,-22.86833,-22.86833,-42.45778,-42.45778,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"108",436831,436831,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,Rio Bonito,Rio Bonito,Brasil,-22.75167,-22.75167,-42.59389,-42.59389,6492,6492,12,12,2,2,2007,2007
"109",5618,5618,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,NULL,NULL,Brasil,-22.88306,-22.88306,-42.00028,-42.00028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"110",5701,5701,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Espírito Santo,Espírito Santo,NULL,NULL,Brasil,-19.67778,-19.67778,-40.15278,-40.15278,NULL,NULL,11,11,8,8,2012,2012
"111",464326,464326,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Espírito Santo,Espírito Santo,Aracruz,Aracruz,Brasil,-19.72917,-19.72917,-40.27806,-40.27806,6875,6875,2,2,4,4,2008,2008
"112",546892,546892,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,Saquarema,Saquarema,Brasil,-22.92917,-22.92917,-42.46139,-42.46139,225,225,15,15,5,5,2012,2012
"113",5645,5645,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,NULL,NULL,Brasil,-14.21222,-14.21222,-39.55306,-39.55306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"114",5644,5644,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,NULL,NULL,Brasil,-14.21222,-14.21222,-39.55278,-39.55278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"115",360308,360308,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio Grande do Norte,Rio Grande do Norte,Natal,Natal,Brasil,-5.81667,-5.81667,-35.20000,-35.20000,960157,960157,8,8,11,11,1996,1996
"116",612205,612205,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,Potiraguá,Potiraguá,Brasil,-15.73889,-15.73889,-39.58444,-39.58444,7909,7909,2,2,11,11,2014,2014
"117",5664,5664,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,NULL,NULL,NULL,NULL,Brasil,-16.58194,-16.58194,39.92528,39.92528,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"118",5642,5642,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,NULL,NULL,Brasil,-14.21278,-14.21278,-39.55333,-39.55333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"119",550434,550434,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,Jussari,Jussari,Brasil,-15.16361,-15.16361,-39.54333,-39.54333,343,343,2,2,5,5,2004,2004
"120",587386,587386,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,Ibicuí,Ibicuí,Brasil,-14.56667,-14.56667,-39.73333,-39.73333,175,175,21,21,5,5,2012,2012
"121",587387,587387,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,Ibicuí,Ibicuí,Brasil,-14.56667,-14.56667,-39.73333,-39.73333,173,173,21,21,5,5,2012,2012
"122",398947,398947,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,Armação dos Búzios,Armação dos Búzios,Brasil,-22.71667,-22.71667,-41.96667,-41.96667,,,29,29,8,8,2003,2003
"123",587388,587388,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,Ibicuí,Ibicuí,Brasil,-14.56667,-14.56667,-39.73333,-39.73333,172,172,21,21,5,5,2012,2012
"124",432114,432114,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Brasil,-22.96472,-22.96472,-43.18611,-43.18611,6390,6390,16,16,12,12,2005,2005
"125",355014,355014,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Pernambuco,Pernambuco,São Lourenço da Mata,São Lourenço da Mata,Brasil,-8.01278,-8.01278,-34.95028,-34.95028,175,175,19,19,7,7,2001,2001
"126",417708,417708,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,Iguaba Grande,Iguaba Grande,Brasil,-11.78333,-11.78333,-50.86667,-50.86667,6340,6340,18,18,5,5,2005,2005
"127",429493,429493,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,Porto Seguro,Porto Seguro,Brasil,-16.41917,-16.41917,-39.20222,-39.20222,4251,4251,18,18,8,8,2004,2004
"128",490925,490925,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Alagoas,Alagoas,Coruripe,Coruripe,Brasil,-10.03333,-10.03333,-36.26667,-36.26667,250,250,13,13,4,4,2002,2002
"129",432115,432115,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Rio de Janeiro,Rio de Janeiro,NULL,NULL,Brasil,-22.96472,-22.96472,-43.18611,-43.18611,6391,6391,16,16,12,12,2005,2005
"130",560421,560421,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Paraíba,Paraíba,Santa Rita,Santa Rita,Brasil,-6.96028,-6.96028,-35.13500,-35.13500,3299,3299,22,22,5,5,2012,2012
"131",587389,587389,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,Ibicuí,Ibicuí,Brasil,-14.65000,-14.65000,-39.73333,-39.73333,176,176,21,21,5,5,2012,2012
"132",587385,587385,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,Ibicuí,Ibicuí,Brasil,-14.56667,-14.56667,-39.73333,-39.73333,171,171,21,21,5,5,2012,2012
"133",550439,550439,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,Potiraguá,Potiraguá,Brasil,-15.69861,-15.69861,-39.57778,-39.57778,02,02,1,1,1,1,2002,2002
"134",507350,507350,LEGUMINOSAE,LEGUMINOSAE,Caesalpinia,Caesalpinia,echinata,echinata,Lam.,Lam.,Caesalpinia echinata Lam.,Caesalpinia echinata Lam.,Brasil,Brasil,Bahia,Bahia,Caravelas,Caravelas,Brasil,-17.65000,-17.65000,-39.25000,-39.25000,145,145,20,20,4,4,2007,2007
